 207  14  30  0 0            1 -24432.960                0              "t=stbl" _
 208  15  30  0 1            1 -20200.85   0              "t=2.498m" _
 209  16  30  0 0            1 -14059.25   0              "t=1.1759s" _
 210  17  30  0 3            1 4440        0              "t=?" _
 211  18  30  0 0            1 20930       0              "t=?" _
 212  9  31  0 2.5           1 56140       0              "t=1#ms" _
 213  10  31  0 1.5         -1 31180       0              "t=3.4ms" _
 214  11  31  0 1.5          1 12246       0              "t=17.35ms" _
 215  12  31  0 0.5          1 -3122       0              "t=236ms" _
 216  13  31  0 2.5          1 -14950.7    0              "t=644ms" _
 217  14  31  0 1.5          1 -22949.04   0              "t=157.36m" _
 218  15  31  0 0.5          1 -24440.541                0              "t=stbl" _
 219  16  31  0 0.5          1 -19042.52   0              "t=2.5534s" _
 220  17  31  0 1.5          1 -7035       0              "t=190ms" _
 221  18  31  0 2.5          1 11330       0              "t=15.1ms" _
 222  10  32  0 0            1 37000       0              "t=3.5ms" _
 223  11  32  0 3           -1 18640       0              "t=12.9ms" _
 224  12  32  0 0            1 -829        0              "t=86ms" _
 225  13  32  0 1            1 -11099      0              "t=33.0ms" _
 226  13  32  1 4            1 -10142      0.9566         "t=200ns" _
 227  14  32  0 0            1 -24077.69   0              "t=153y" _
 228  15  32  0 1            1 -24304.87   0              "t=14.268d" _
 229  16  32  0 0            1 -26015.533                0              "t=stbl" _
 230  17  32  0 1            1 -13334.7    0              "t=298ms" _
 231  18  32  0 0            1 -2200.4     0              "t=98ms" _
 232  19  32  0 1            1 21100       0              "t=?" _
 233  19  32  1 4            1 22050       0.95           "t=?" _
 234  10  33  0 3.5         -1 46000       0              "t=?" _
 235  11  33  0 1.5          1 23780       0              "t=8.2ms" _
 236  12  33  0 1.5         -1 4962.3      0              "t=90.5ms" _
 237  13  33  0 2.5          1 -8497       0              "t=41.7ms" _
 238  14  33  0 1.5          1 -20514.3    0              "t=6.18s" _
 239  15  33  0 0.5          1 -26337.3    0              "t=25.35d" _
 240  16  33  0 1.5          1 -26585.854                0              "t=stbl" _
 241  17  33  0 1.5          1 -21003.3    0              "t=2.5038s" _
 242  18  33  0 0.5          1 -9384.3     0              "t=173.0ms" _
 243  19  33  0 1.5          1 7040        0              "t=?" _
 244  10  34  0 0            1 52840       0              "t=1#ms" _
 245  11  34  0 1            1 31680       0              "t=5.5ms" _
 246  12  34  0 0            1 8323        0              "t=20ms" _
 247  13  34  0 4           -1 -3000       0              "t=56.3ms" _
 248  13  34  1 1            1 -2450       0.55           "t=26ms" _
 249  14  34  0 0            1 -19957      0              "t=2.77s" _
 250  14  34  1 3           -1 -15701      4.2561         "t=&lt;210ns" _
 251  15  34  0 1            1 -24548.7    0              "t=12.43s" _
 252  16  34  0 0            1 -29931.69   0              "t=stbl" _
 253  17  34  0 0            1 -24440.08   0              "t=1.5266s" _
 254  17  34  1 3            1 -24293.72   0.14636        "t=31.99m" _
 255  18  34  0 0            1 -18378.29   0              "t=843.8ms" _
 256  19  34  0 1            1 -1220       0              "t=?" _
 257  20  34  0 0            1 13850       0              "t=?" _
 258  11  35  0 1.5          1 38230       0              "t=1.5ms" _
 259  12  35  0 3.5         -1 15640       0              "t=70ms" _
 260  13  35  0 2.5          1 -224        0              "t=37.2ms" _
 261  14  35  0 3.5         -1 -14390      0              "t=780ms" _
 262  15  35  0 0.5          1 -24857.8    0              "t=47.3s" _
 263  16  35  0 1.5          1 -28846.21   0              "t=87.37d" _
 264  17  35  0 1.5          1 -29013.53   0              "t=stbl" _
 265  18  35  0 1.5          1 -23047.3    0              "t=1.7756s" _
 266  19  35  0 1.5          1 -11172.9    0              "t=178ms" _
 267  20  35  0 0.5          1 4790        0              "t=25.7ms" _
 268  11  36  0 -77.777      0 46300       0              "t=?" _
 269  12  36  0 0            1 20380       0              "t=3.9ms" _
 270  13  36  0 -77.777      0 5950        0              "t=90ms" _
 271  14  36  0 0            1 -12440      0              "t=450ms" _
 272  15  36  0 4           -1 -20251      0              "t=5.6s" _
 273  16  36  0 0            1 -30664.13   0              "t=stbl" _
 274  17  36  0 2            1 -29522.01   0              "t=301.3ky" _
 275  18  36  0 0            1 -30231.540                0              "t=stbl" _
 276  19  36  0 2            1 -17417.1    0              "t=341ms" _
 277  20  36  0 0            1 -6450       0              "t=101.2ms" _
 278  21  36  0 -77.777      0 15350       0              "t=?" _
 279  11  37  0 1.5          1 53530       0              "t=1#ms" _
 280  12  37  0 1.5         -1 28210       0              "t=8ms" _
 281  13  37  0 2.5          1 9810        0              "t=11.5ms" _
 282  14  37  0 3.5         -1 -6570       0              "t=90ms" _
 283  15  37  0 0.5          1 -19000      0              "t=2.31s" _
 284  16  37  0 3.5         -1 -26896.42   0              "t=5.05m" _
 285  17  37  0 1.5          1 -31761.54   0              "t=stbl" _
 286  18  37  0 1.5          1 -30947.66   0              "t=35.011d" _
 287  19  37  0 1.5          1 -24800.20   0              "t=1.2365s" _
 288  20  37  0 1.5          1 -13136.1    0              "t=181.1ms" _
 289  21  37  0 3.5         -1 3520        0              "t=?" _
 290  12  38  0 0            1 34070       0              "t=1#ms" _
 291  13  38  0 -77.777      0 16210       0              "t=9.0ms" _
 292  14  38  0 0            1 -4170       0              "t=90#ms" _
 293  15  38  0 2           -1 -14620      0              "t=640ms" _
 294  16  38  0 0            1 -26861      0              "t=170.3m" _
 295  17  38  0 2           -1 -29798.10   0              "t=37.24m" _
 296  17  38  1 5           -1 -29126.73   0.671365       "t=715ms" _
 297  18  38  0 0            1 -34714.82   0              "t=stbl" _
 298  19  38  0 3            1 -28800.75   0              "t=7.636m" _
 299  19  38  1 0            1 -28670.61   0.13015        "t=924.46ms" _
 300  19  38  2 7            1 -25342.61   3.45814        "t=21.95us" _
 301  20  38  0 0            1 -22058.50   0              "t=443.70ms" _
 302  21  38  0 2           -1 -4250       0              "t=?" _
 303  21  38  1 5           -1 -3580       0.67           "t=?" _
 304  22  38  0 0            1 10870       0              "t=?" _
 305  12  39  0 3.5         -1 42280       0              "t=?" _
 306  13  39  0 2.5          1 20650       0              "t=7.6ms" _
 307  14  39  0 2.5         -1 2320        0              "t=47.5ms" _
 308  15  39  0 0.5          1 -12770      0              "t=282ms" _
 309  16  39  0 3.5         -1 -23160      0              "t=11.5s" _
 310  17  39  0 1.5          1 -29800.2    0              "t=56.2m" _
 311  18  39  0 3.5         -1 -33242      0              "t=269y" _
 312  19  39  0 1.5          1 -33807.190                0              "t=stbl" _
 313  20  39  0 1.5          1 -27282.7    0              "t=860.3ms" _
 314  21  39  0 3.5         -1 -14173      0              "t=&lt;300ns" _
 315  22  39  0 1.5          1 2200        0              "t=28.5ms" _
 316  12  40  0 0            1 48350       0              "t=1#ms" _
 317  13  40  0 -77.777      0 27590       0              "t=10#ms" _
 318  14  40  0 0            1 5430        0              "t=33.0ms" _
 319  15  40  0 2           -1 -8110       0              "t=150ms" _
 320  16  40  0 0            1 -22838      0              "t=8.8s" _
 321  17  40  0 2           -1 -27560      0              "t=1.35m" _
 322  18  40  0 0            1 -35039.894                0              "t=stbl" _
 323  19  40  0 4           -1 -33535.49   0              "t=1.248Gy" _
 324  19  40  1 0            1 -31891.85   1.643639       "t=336ns" _
 325  20  40  0 0            1 -34846.384                0              "t=stbl" _
 326  21  40  0 4           -1 -20523.3    0              "t=182.3ms" _
 327  22  40  0 0            1 -8850       0              "t=52.4ms" _
 328  23  40  0 2           -1 12170       0              "t=?" _
 329  13  41  0 2.5          1 33420       0              "t=2#ms" _
 330  14  41  0 3.5         -1 12120       0              "t=20.0ms" _
 331  15  41  0 0.5          1 -4980       0              "t=101ms" _
 332  16  41  0 3.5         -1 -19009      0              "t=1.99s" _
 333  17  41  0 0.5          1 -27310      0              "t=38.4s" _
 334  18  41  0 3.5         -1 -33067.5    0              "t=109.61m" _
 335  19  41  0 1.5          1 -35559.543                0              "t=stbl" _
 336  20  41  0 3.5         -1 -35137.89   0              "t=99.4ky" _
 337  21  41  0 3.5         -1 -28642.41   0              "t=596.3ms" _
 338  22  41  0 1.5          1 -15698      0              "t=81.9ms" _
 339  23  41  0 3.5         -1 320         0              "t=?" _
 340  13  42  0 -77.777      0 40100       0              "t=1#ms" _
 341  14  42  0 0            1 16470       0              "t=12.5ms" _
 342  15  42  0 -77.777      0 1010        0              "t=48.5ms" _
 343  16  42  0 0            1 -17637.7    0              "t=1.016s" _
 344  17  42  0 2           -1 -24830      0              "t=6.8s" _
 345  18  42  0 0            1 -34423      0              "t=32.9y" _
 346  19  42  0 2           -1 -35022.03   0              "t=12.355h" _
 347  20  42  0 0            1 -38547.24   0              "t=stbl" _
 348  21  42  0 0            1 -32121.15   0              "t=680.79ms" _
 349  21  42  1 7            1 -31504.83   0.61632        "t=61.7s" _
 350  22  42  0 0            1 -25104.67   0              "t=208.65ms" _
 351  23  42  0 2           -1 -7620       0              "t=?" _
 352  24  42  0 0            1 6730        0              "t=13.3ms" _
 353  13  43  0 2.5          1 47020       0              "t=1#ms" _
 354  14  43  0 1.5         -1 23100       0              "t=15#ms" _
 355  15  43  0 0.5          1 4680        0              "t=35.8ms" _
 356  16  43  0 1.5         -1 -12195      0              "t=265ms" _
 357  16  43  1 3.5         -1 -11874      0.3207         "t=415.0ns" _
 358  17  43  0 1.5          1 -24160      0              "t=3.13s" _
 359  18  43  0 2.5         -1 -32010      0              "t=5.37m" _
 360  19  43  0 1.5          1 -36575.4    0              "t=22.3h" _
 361  19  43  1 3.5         -1 -35837.1    0.7383         "t=200ns" _
 362  20  43  0 3.5         -1 -38408.82   0              "t=stbl" _
 363  21  43  0 3.5         -1 -36188.1    0              "t=3.891h" _
 364  21  43  1 1.5          1 -36036.3    0.15179        "t=438us" _
 365  21  43  2 9.5         -1 -33064.4    3.12373        "t=472ns" _
 366  22  43  0 3.5         -1 -29321      0              "t=509ms" _
 367  22  43  1 1.5          1 -29008      0.313          "t=11.9us" _
 368  22  43  2 9.5         -1 -26255      3.0664         "t=556ns" _
 369  23  43  0 3.5         -1 -17920      0              "t=79.3ms" _
 370  24  43  0 1.5          1 -1970       0              "t=21.1ms" _
 371  14  44  0 0            1 28510       0              "t=10#ms" _
 372  15  44  0 -77.777      0 10450       0              "t=18.5ms" _
 373  16  44  0 0            1 -9204       0              "t=100ms" _
 374  16  44  1 0            1 -7839       1.365          "t=2.619us" _
 375  17  44  0 2           -1 -20380      0              "t=560ms" _
 376  18  44  0 0            1 -32673.3    0              "t=11.87m" _
 377  19  44  0 2           -1 -35781.5    0              "t=22.13m" _
 378  20  44  0 0            1 -41468.7    0              "t=stbl" _
 379  21  44  0 2            1 -37816.0    0              "t=4.0420h" _
 380  21  44  1 1           -1 -37748.1    0.0678679      "t=154.8ns" _
 381  21  44  2 0           -1 -37669.8    0.1461914      "t=51.0us" _
 382  22  44  0 0            1 -37548.6    0              "t=59.1y" _
 383  23  44  0 2            1 -24120      0              "t=111ms" _
 384  23  44  1 6            1 -23850      0.27           "t=150ms" _
 385  23  44  2 0           -1 -23970      0.15           "t=?" _
 386  24  44  0 0            1 -13360      0              "t=42.8ms" _
 387  25  44  0 2           -1 7030        0              "t=?" _
 388  14  45  0 1.5         -1 37490       0              "t=1#ms" _
 389  15  45  0 0.5          1 15600       0              "t=8#ms" _
 390  16  45  0 1.5         -1 -3990       0              "t=68ms" _
 391  17  45  0 1.5          1 -18260      0              "t=413ms" _
 392  18  45  0 2.5         -1 -29770.8    0              "t=21.48s" _
 393  19  45  0 1.5          1 -36615.6    0              "t=17.8m" _
 394  20  45  0 3.5         -1 -40812.2    0              "t=162.61d" _
 395  21  45  0 3.5         -1 -41071.9    0              "t=stbl" _
 396  21  45  1 1.5          1 -41059.5    0.0124         "t=318ms" _
 397  22  45  0 3.5         -1 -39009.8    0              "t=184.8m" _
 398  22  45  1 1.5         -1 -38973.3    0.03653        "t=3.0us" _
 399  23  45  0 3.5         -1 -31886.0    0              "t=547ms" _
 400  23  45  1 1.5         -1 -31829.2    0.0568         "t=512ns" _
 401  24  45  0 3.5         -1 -19510      0              "t=60.9ms" _
 402  24  45  1 1.5          0 -19400      0.107          "t=&gt;80us" _
 403  25  45  0 3.5         -1 -5250       0              "t=?" _
 404  26  45  0 1.5          1 13760       0              "t=2.2ms" _
 405  15  46  0 -77.777      0 22970       0              "t=4#ms" _
 406  16  46  0 0            1 340         0              "t=50ms" _
 407  17  46  0 2           -1 -13860      0              "t=232ms" _
 408  18  46  0 0            1 -29772.9    0              "t=8.4s" _
 409  19  46  0 2           -1 -35413.9    0              "t=105s" _
 410  20  46  0 0            1 -43139.4    0              "t=stbl" _
 411  21  46  0 4            1 -41761.2    0              "t=83.80d" _
 412  21  46  1 6            1 -41709.2    0.052011       "t=9.4us" _
 413  21  46  2 1           -1 -41618.7    0.142528       "t=18.75s" _
 414  22  46  0 0            1 -44127.80   0              "t=stbl" _
 415  23  46  0 0            1 -37075.35   0              "t=422.64ms" _
 416  23  46  1 3            1 -36273.89   0.80146        "t=1.02ms" _
 417  24  46  0 0            1 -29472      0              "t=224.3ms" _
 418  25  46  0 4            1 -12570      0              "t=36.2ms" _
 419  25  46  1 1           -1 -12420      0.15           "t=1#ms" _
 420  26  46  0 0            1 910         0              "t=13.0ms" _
 421  15  47  0 0.5          1 29710       0              "t=2#ms" _
 422  16  47  0 1.5         -1 7370        0              "t=20#ms" _
 423  17  47  0 1.5          1 -9780       0              "t=101ms" _
 424  18  47  0 1.5         -1 -25366.3    0              "t=1.23s" _
 425  19  47  0 0.5          1 -35712.0    0              "t=17.50s" _
 426  20  47  0 3.5         -1 -42344.4    0              "t=4.536d" _
 427  21  47  0 3.5         -1 -44336.6    0              "t=3.3492d" _
 428  21  47  1 1.5          1 -43569.8    0.76683        "t=272ns" _
 429  22  47  0 2.5         -1 -44937.36   0              "t=stbl" _
 430  23  47  0 1.5         -1 -42006.62   0              "t=32.6m" _
 431  24  47  0 1.5         -1 -34563      0              "t=500ms" _
 432  25  47  0 2.5         -1 -22570      0              "t=88.0ms" _
 433  26  47  0 3.5         -1 -6870       0              "t=21.9ms" _
 434  26  47  1 1.5          1 -6100       0.77           "t=?" _
 435  27  47  0 3.5         -1 10370       0              "t=?" _
 436  16  48  0 0            1 12760       0              "t=10#ms" _
 437  17  48  0 -77.777      0 -4280       0              "t=100#ms" _
 438  18  48  0 0            1 -22280      0              "t=415ms" _
 439  19  48  0 1           -1 -32284.5    0              "t=6.8s" _
 440  20  48  0 0            1 -44224.63   0              "t=45Ey" _
 441  21  48  0 6            1 -44504      0              "t=43.67h" _
 442  22  48  0 0            1 -48492.71   0              "t=stbl" _
 443  23  48  0 4            1 -44477.7    0              "t=15.9735d" _
 444  24  48  0 0            1 -42822      0              "t=21.56h" _
 445  25  48  0 4            1 -29296      0              "t=158.1ms" _
 446  26  48  0 0            1 -18000      0              "t=45.3ms" _
 447  27  48  0 6            1 1500        0              "t=?" _
 448  28  48  0 0            1 16790       0              "t=2.8ms" _
 449  16  49  0 1.5         -1 21090       0              "t=?" _
